Location1,Location2,Background,Accuracy,StdDev
actin,spindle pole,nucleolus,0.9399999999999998,0.009354143466934844
actin,spindle pole,spindle pole,0.9355,0.012884098726725099
actin,spindle pole,peroxisome,0.932,0.009137833441248508
actin,spindle pole,vacuolar membrane,0.938,0.007968688725254589
actin,spindle pole,vacuole,0.9199999999999999,0.009746794344808962
actin,peroxisome,actin,0.8424999999999999,0.023130067012440757
actin,peroxisome,bud neck,0.8445,0.010653637876331267
actin,peroxisome,cell periphery,0.8465,0.009823441352194257
actin,peroxisome,cytoplasm,0.842,0.007141428428542859
actin,peroxisome,endosome,0.8535,0.015779733838059525
actin,peroxisome,ER,0.8635000000000002,0.01250999600319679
actin,peroxisome,Golgi,0.85,0.017818529681205487
actin,peroxisome,mitochondrion,0.853,0.008276472678623437
actin,peroxisome,nucleus,0.8515,0.010793516572461448
actin,peroxisome,nuclear periphery,0.8564999999999999,0.022945587811167522
actin,peroxisome,nucleolus,0.8470000000000001,0.00781024967590665
actin,peroxisome,spindle pole,0.859,0.019723082923316017
actin,peroxisome,peroxisome,0.8469999999999999,0.012589678312014197
actin,peroxisome,vacuolar membrane,0.8375,0.0131339255365637
actin,peroxisome,vacuole,0.8495000000000001,0.015280706789936123
actin,vacuolar membrane,actin,0.9345000000000001,0.0074833147735478694
actin,vacuolar membrane,bud neck,0.9389999999999998,0.015620499351813316
actin,vacuolar membrane,cell periphery,0.9359999999999999,0.009300537618869127
actin,vacuolar membrane,cytoplasm,0.9385,0.009165151389911646
actin,vacuolar membrane,endosome,0.9359999999999999,0.00982344135219422
actin,vacuolar membrane,ER,0.9404999999999999,0.009137833441248529
actin,vacuolar membrane,Golgi,0.929,0.010074720839804952
actin,vacuolar membrane,mitochondrion,0.952,0.0043011626335213325
actin,vacuolar membrane,nucleus,0.9375,0.007905694150420941
actin,vacuolar membrane,nuclear periphery,0.9329999999999998,0.014089002803605368
actin,vacuolar membrane,nucleolus,0.946,0.004062019202318005
actin,vacuolar membrane,spindle pole,0.9359999999999999,0.008000000000000005
actin,vacuolar membrane,peroxisome,0.9504999999999999,0.007141428428542859
actin,vacuolar membrane,vacuolar membrane,0.9324999999999999,0.008215838362577506
actin,vacuolar membrane,vacuole,0.938,0.008276472678623394
actin,vacuole,actin,0.9380000000000001,0.019899748742132396
actin,vacuole,bud neck,0.9365,0.011467344941179698
actin,vacuole,cell periphery,0.9280000000000002,0.017916472867168912
actin,vacuole,cytoplasm,0.9425000000000001,0.006892024376045093
actin,vacuole,endosome,0.9345000000000001,0.01144552314225958
actin,vacuole,ER,0.9434999999999999,0.005147815070493494
actin,vacuole,Golgi,0.944,0.009823441352194229
actin,vacuole,mitochondrion,0.9455,0.007483314773547889
actin,vacuole,nucleus,0.9425000000000001,0.006708203932499333
actin,vacuole,nuclear periphery,0.9455,0.015684387141358096
actin,vacuole,nucleolus,0.9399999999999998,0.011291589790636202
actin,vacuole,spindle pole,0.9275,0.006519202405202629
actin,vacuole,peroxisome,0.9470000000000001,0.011224972160321787
actin,vacuole,vacuolar membrane,0.9395,0.010049875621120877
actin,vacuole,vacuole,0.9400000000000001,0.018096961070853845
bud neck,cell periphery,actin,0.9235,0.007176350047203689
bud neck,cell periphery,bud neck,0.9369999999999999,0.006595452979136427
bud neck,cell periphery,cell periphery,0.9215,0.015620499351813281
bud neck,cell periphery,cytoplasm,0.9175000000000001,0.02252776065213762
bud neck,cell periphery,endosome,0.9285,0.009695359714832631
bud neck,cell periphery,ER,0.9279999999999999,0.015921683328090633
bud neck,cell periphery,Golgi,0.9139999999999999,0.011789826122551613
bud neck,cell periphery,mitochondrion,0.931,0.009300537618869127
bud neck,cell periphery,nucleus,0.9390000000000001,0.009300537618869127
bud neck,cell periphery,nuclear periphery,0.9255000000000001,0.01784656829757474
bud neck,cell periphery,nucleolus,0.9345000000000001,0.0057879184513951005
bud neck,cell periphery,spindle pole,0.9254999999999999,0.004582575694955864
bud neck,cell periphery,peroxisome,0.917,0.021412613105363885
bud neck,cell periphery,vacuolar membrane,0.9135,0.005612486080160903
bud neck,cell periphery,vacuole,0.924,0.01736375535418535
bud neck,cytoplasm,actin,0.7989999999999999,0.025670995305986898
bud neck,cytoplasm,bud neck,0.7875,0.017175564037317678
bud neck,cytoplasm,cell periphery,0.764,0.01827566688249704
bud neck,cytoplasm,cytoplasm,0.7619999999999999,0.0192613602842582
bud neck,cytoplasm,endosome,0.781,0.01655294535724685
bud neck,cytoplasm,ER,0.7764999999999999,0.013564659966250548
bud neck,cytoplasm,Golgi,0.7735,0.01874833325925269
bud neck,cytoplasm,mitochondrion,0.7665,0.021130546609115418
bud neck,cytoplasm,nucleus,0.778,0.00966953980290688
bud neck,cytoplasm,nuclear periphery,0.7975,0.0035355339059327407
bud neck,cytoplasm,nucleolus,0.7955,0.022660538387249327
bud neck,cytoplasm,spindle pole,0.7685,0.01488287606613721
bud neck,cytoplasm,peroxisome,0.7935000000000001,0.00956556323485452
bud neck,cytoplasm,vacuolar membrane,0.7845,0.02198863342729602
bud neck,cytoplasm,vacuole,0.7729999999999999,0.007141428428542859
bud neck,endosome,actin,0.877,0.005099019513592754
bud neck,endosome,bud neck,0.891,0.013379088160259638
bud neck,endosome,cell periphery,0.8809999999999999,0.00699999999999997
bud neck,endosome,cytoplasm,0.8789999999999999,0.022671568097509243
bud neck,endosome,endosome,0.8629999999999999,0.009924716620639595
bud neck,endosome,ER,0.8675,0.011180339887498959
bud neck,endosome,Golgi,0.883,0.0048476798574163356
bud neck,endosome,mitochondrion,0.8855000000000001,0.01926136028425824
bud neck,endosome,nucleus,0.8674999999999999,0.031064449134018145
bud neck,endosome,nuclear periphery,0.8779999999999999,0.01607793519081352
bud neck,endosome,nucleolus,0.8695,0.011874342087037908
bud neck,endosome,spindle pole,0.8945000000000001,0.0142653426176871
bud neck,endosome,peroxisome,0.8755000000000001,0.01228820572744451
bud neck,endosome,vacuolar membrane,0.875,0.01917028951268081
bud neck,endosome,vacuole,0.8835,0.0058309518948453055
bud neck,ER,actin,0.874,0.0019999999999999575
bud neck,ER,bud neck,0.868,0.02105943968865271
bud neck,ER,cell periphery,0.8565000000000002,0.009027735042633895
bud neck,ER,cytoplasm,0.8775000000000001,0.010368220676663844
bud neck,ER,endosome,0.8605,0.01653783540854121
bud neck,ER,ER,0.857,0.014611639196202472
bud neck,ER,Golgi,0.8620000000000001,0.01958315602756615
bud neck,ER,mitochondrion,0.8640000000000001,0.014882876066137222
bud neck,ER,nucleus,0.8649999999999999,0.014916433890176285
bud neck,ER,nuclear periphery,0.8714999999999999,0.010559356040971428
bud neck,ER,nucleolus,0.8619999999999999,0.021587033144922923
bud neck,ER,spindle pole,0.8620000000000001,0.02585536694769579
bud neck,ER,peroxisome,0.866,0.022999999999999996
bud neck,ER,vacuolar membrane,0.8695,0.006964194138592047
bud neck,ER,vacuole,0.8714999999999999,0.011357816691600551
bud neck,Golgi,actin,0.9075,0.016431676725155
bud neck,Golgi,bud neck,0.909,0.012103718436910212
bud neck,Golgi,cell periphery,0.9025000000000001,0.008803408430829492
bud neck,Golgi,cytoplasm,0.898,0.011979148550710932
bud neck,Golgi,endosome,0.8875,0.015165750888103104
bud neck,Golgi,ER,0.884,0.01102270384252428
bud neck,Golgi,Golgi,0.8885,0.00815475321515005
bud neck,Golgi,mitochondrion,0.897,0.00509901951359279
bud neck,Golgi,nucleus,0.8975,0.00961769203083568
bud neck,Golgi,nuclear periphery,0.8985000000000001,0.01570031846810761
bud neck,Golgi,nucleolus,0.883,0.009539392014169418
bud neck,Golgi,spindle pole,0.8959999999999999,0.0058309518948453055
bud neck,Golgi,peroxisome,0.8959999999999999,0.012409673645990866
bud neck,Golgi,vacuolar membrane,0.8885000000000002,0.013285330255586397
bud neck,Golgi,vacuole,0.8975000000000002,0.014832396974191328
bud neck,mitochondrion,actin,0.8404999999999999,0.009407443861113394
bud neck,mitochondrion,bud neck,0.8425,0.008215838362577506
bud neck,mitochondrion,cell periphery,0.857,0.00913783344124853
bud neck,mitochondrion,cytoplasm,0.857,0.021644860821913362
bud neck,mitochondrion,endosome,0.8370000000000001,0.005787918451395101
bud neck,mitochondrion,ER,0.852,0.012884098726725152
bud neck,mitochondrion,Golgi,0.859,0.015378556499229694
bud neck,mitochondrion,mitochondrion,0.8370000000000001,0.008860022573334691
bud neck,mitochondrion,nucleus,0.8474999999999999,0.02162174831043966
bud neck,mitochondrion,nuclear periphery,0.8394999999999999,0.009669539802906843
bud neck,mitochondrion,nucleolus,0.844,0.009300537618869124
bud neck,mitochondrion,spindle pole,0.8495000000000001,0.01756416807025029
bud neck,mitochondrion,peroxisome,0.8480000000000001,0.010416333327999863
bud neck,mitochondrion,vacuolar membrane,0.8470000000000001,0.00927361849549572
bud neck,mitochondrion,vacuole,0.8564999999999999,0.022056745000112777
bud neck,nucleus,actin,0.882,0.014525839046333934
bud neck,nucleus,bud neck,0.876,0.012206555615733672
bud neck,nucleus,cell periphery,0.8714999999999999,0.011575836902790237
bud neck,nucleus,cytoplasm,0.8859999999999999,0.013656500283747661
bud neck,nucleus,endosome,0.8925000000000001,0.011726039399558562
bud neck,nucleus,ER,0.8875,0.011067971810589328
bud neck,nucleus,Golgi,0.8690000000000001,0.013472193585307468
bud neck,nucleus,mitochondrion,0.8850000000000001,0.015572411502397432
bud neck,nucleus,nucleus,0.8780000000000001,0.01698528775146303
bud neck,nucleus,nuclear periphery,0.8785000000000001,0.021307275752662492
bud neck,nucleus,nucleolus,0.876,0.011789826122551557
bud neck,nucleus,spindle pole,0.89,0.015411035007422445
bud neck,nucleus,peroxisome,0.8885,0.015132745950421574
bud neck,nucleus,vacuolar membrane,0.8745,0.009924716620639576
bud neck,nucleus,vacuole,0.874,0.013285330255586404
bud neck,nuclear periphery,actin,0.9275,0.001581138830084191
bud neck,nuclear periphery,bud neck,0.9380000000000001,0.011979148550710911
bud neck,nuclear periphery,cell periphery,0.943,0.009407443861113385
bud neck,nuclear periphery,cytoplasm,0.9410000000000001,0.01124722187920198
bud neck,nuclear periphery,endosome,0.9410000000000001,0.00514781507049347
bud neck,nuclear periphery,ER,0.9385000000000001,0.005147815070493494
bud neck,nuclear periphery,Golgi,0.9405000000000001,0.008573214099741107
bud neck,nuclear periphery,mitochondrion,0.938,0.012980754985747162
bud neck,nuclear periphery,nucleus,0.9305,0.011768602295939807
bud neck,nuclear periphery,nuclear periphery,0.9335000000000001,0.011999999999999972
bud neck,nuclear periphery,nucleolus,0.9414999999999999,0.01019803902718553
bud neck,nuclear periphery,spindle pole,0.938,0.011335784048754637
bud neck,nuclear periphery,peroxisome,0.9375,0.009082951062292465
bud neck,nuclear periphery,vacuolar membrane,0.9395,0.0064031242374328196
bud neck,nuclear periphery,vacuole,0.9414999999999999,0.009027735042633878
bud neck,nucleolus,actin,0.942,0.005099019513592758
bud neck,nucleolus,bud neck,0.9504999999999999,0.006204836822995444
bud neck,nucleolus,cell periphery,0.96,0.00790569415042097
bud neck,nucleolus,cytoplasm,0.9560000000000001,0.011467344941179737
bud neck,nucleolus,endosome,0.9485000000000001,0.01067707825203132
bud neck,nucleolus,ER,0.95,0.0077459666924148485
bud neck,nucleolus,Golgi,0.9465,0.0058309518948453055
bud neck,nucleolus,mitochondrion,0.952,0.008860022573334703
bud neck,nucleolus,nucleus,0.945,0.004472135954999583
bud neck,nucleolus,nuclear periphery,0.9495000000000001,0.00979795897113268
bud neck,nucleolus,nucleolus,0.9530000000000001,0.008124038404635986
bud neck,nucleolus,spindle pole,0.9460000000000001,0.007348469228349542
bud neck,nucleolus,peroxisome,0.9490000000000001,0.005612486080160931
bud neck,nucleolus,vacuolar membrane,0.9465,0.012409673645990868
bud neck,nucleolus,vacuole,0.951,0.010074720839804933
bud neck,spindle pole,actin,0.8710000000000001,0.011789826122551571
bud neck,spindle pole,bud neck,0.8640000000000001,0.016852299546352693
bud neck,spindle pole,cell periphery,0.8745,0.01646207763315433
bud neck,spindle pole,cytoplasm,0.876,0.006244997998398363
bud neck,spindle pole,endosome,0.8625,0.01048808848170153
bud neck,spindle pole,ER,0.8554999999999999,0.01630950643030011
bud neck,spindle pole,Golgi,0.8505,0.025169425897306443
bud neck,spindle pole,mitochondrion,0.8574999999999999,0.025836021365527616
bud neck,spindle pole,nucleus,0.8640000000000001,0.011022703842524302
bud neck,spindle pole,nuclear periphery,0.8585,0.01806931099959267
bud neck,spindle pole,nucleolus,0.8805,0.018261982367749664
bud neck,spindle pole,spindle pole,0.875,0.012549900398011123
bud neck,spindle pole,peroxisome,0.8574999999999999,0.012144957801491118
bud neck,spindle pole,vacuolar membrane,0.8664999999999999,0.017720045146669333
bud neck,spindle pole,vacuole,0.8710000000000001,0.012509996003196805
bud neck,peroxisome,actin,0.8795,0.009669539802906829
bud neck,peroxisome,bud neck,0.883,0.008124038404635934
bud neck,peroxisome,cell periphery,0.8939999999999999,0.010440306508910566
bud neck,peroxisome,cytoplasm,0.873,0.01218605760695392
bud neck,peroxisome,endosome,0.884,0.01044030650891053
bud neck,peroxisome,ER,0.8785000000000001,0.01806931099959264
bud neck,peroxisome,Golgi,0.884,0.013656500283747656
bud neck,peroxisome,mitochondrion,0.882,0.021644860821913373
bud neck,peroxisome,nucleus,0.8815,0.014106735979665878
bud neck,peroxisome,nuclear periphery,0.869,0.009300537618869115
bud neck,peroxisome,nucleolus,0.8705,0.012186057606953935
bud neck,peroxisome,spindle pole,0.8765000000000001,0.010198039027185577
bud neck,peroxisome,peroxisome,0.867,0.012688577540449488
bud neck,peroxisome,vacuolar membrane,0.8789999999999999,0.0060415229867972695
bud neck,peroxisome,vacuole,0.8805,0.01996246477767713
bud neck,vacuolar membrane,actin,0.921,0.00874642784226795
bud neck,vacuolar membrane,bud neck,0.921,0.013656500283747647
bud neck,vacuolar membrane,cell periphery,0.9285,0.005147815070493522
bud neck,vacuolar membrane,cytoplasm,0.9235,0.00681909084849293
bud neck,vacuolar membrane,endosome,0.9139999999999999,0.016628289148315867
bud neck,vacuolar membrane,ER,0.9184999999999999,0.014882876066137255
bud neck,vacuolar membrane,Golgi,0.917,0.012589678312014178
bud neck,vacuolar membrane,mitochondrion,0.9174999999999999,0.010954451150103333
bud neck,vacuolar membrane,nucleus,0.9075,0.01680773631397164
bud neck,vacuolar membrane,nuclear periphery,0.909,0.01290348790056395
bud neck,vacuolar membrane,nucleolus,0.9125,0.012942179105544783
bud neck,vacuolar membrane,spindle pole,0.908,0.013453624047073733
bud neck,vacuolar membrane,peroxisome,0.9339999999999999,0.012708265027138822
bud neck,vacuolar membrane,vacuolar membrane,0.9035,0.021011901389450704
bud neck,vacuolar membrane,vacuole,0.9045,0.007810249675906679
bud neck,vacuole,actin,0.807,0.015684387141358096
bud neck,vacuole,bud neck,0.8170000000000002,0.019899748742132416
bud neck,vacuole,cell periphery,0.8130000000000001,0.022494443758404
bud neck,vacuole,cytoplasm,0.8140000000000001,0.02905167809266792
bud neck,vacuole,endosome,0.8065,0.012999999999999984
bud neck,vacuole,ER,0.8089999999999999,0.007348469228349504
bud neck,vacuole,Golgi,0.813,0.017349351572897475
bud neck,vacuole,mitochondrion,0.8095000000000001,0.018124568960391853
bud neck,vacuole,nucleus,0.798,0.017421251390184335
bud neck,vacuole,nuclear periphery,0.8225,0.006324555320336755
bud neck,vacuole,nucleolus,0.8049999999999999,0.012041594578792305
bud neck,vacuole,spindle pole,0.8099999999999999,0.021330729007701547
bud neck,vacuole,peroxisome,0.8099999999999999,0.02318404623873926
bud neck,vacuole,vacuolar membrane,0.8025,0.014662878298615165
bud neck,vacuole,vacuole,0.8135,0.019912307751739876
cell periphery,cytoplasm,actin,0.921,0.00982344135219423
cell periphery,cytoplasm,bud neck,0.9155000000000001,0.008124038404635967
cell periphery,cytoplasm,cell periphery,0.9095000000000001,0.014696938456699102
cell periphery,cytoplasm,cytoplasm,0.9015000000000001,0.013747727084867536
cell periphery,cytoplasm,endosome,0.9175000000000001,0.012942179105544791
cell periphery,cytoplasm,ER,0.913,0.007648529270389193
cell periphery,cytoplasm,Golgi,0.925,0.009354143466934844
cell periphery,cytoplasm,mitochondrion,0.915,0.019235384061671364
cell periphery,cytoplasm,nucleus,0.924,0.01392838827718414
cell periphery,cytoplasm,nuclear periphery,0.922,0.010295630140986991
cell periphery,cytoplasm,nucleolus,0.9244999999999999,0.011768602295939817
cell periphery,cytoplasm,spindle pole,0.9225,0.0035355339059327407
cell periphery,cytoplasm,peroxisome,0.9135,0.012708265027138857
cell periphery,cytoplasm,vacuolar membrane,0.899,0.009300537618869167
cell periphery,cytoplasm,vacuole,0.9120000000000001,0.014352700094407337
cell periphery,endosome,actin,0.9385,0.013656500283747652
cell periphery,endosome,bud neck,0.933,0.012688577540449521
cell periphery,endosome,cell periphery,0.9295,0.0073143694191638905
cell periphery,endosome,cytoplasm,0.929,0.012308533625091166
cell periphery,endosome,endosome,0.932,0.011335784048754606
cell periphery,endosome,ER,0.9215000000000002,0.02071231517720797
cell periphery,endosome,Golgi,0.9375,0.010723805294763583
cell periphery,endosome,mitochondrion,0.937,0.0018708286933869307
cell periphery,endosome,nucleus,0.9425000000000001,0.014230249470757685
cell periphery,endosome,nuclear periphery,0.9295000000000002,0.009924716620639597
cell periphery,endosome,nucleolus,0.933,0.010885770528538615
cell periphery,endosome,spindle pole,0.9390000000000001,0.00463680924774783
cell periphery,endosome,peroxisome,0.925,0.010606601717798191
cell periphery,endosome,vacuolar membrane,0.924,0.013
cell periphery,endosome,vacuole,0.9334999999999999,0.004062019202317971
cell periphery,ER,actin,0.8654999999999999,0.01646207763315433
cell periphery,ER,bud neck,0.8535,0.01090871211463574
cell periphery,ER,cell periphery,0.861,0.009565563234854496
cell periphery,ER,cytoplasm,0.8674999999999999,0.012942179105544757
cell periphery,ER,endosome,0.8764999999999998,0.01189537725337031
cell periphery,ER,ER,0.8459999999999999,0.015858751527153724
cell periphery,ER,Golgi,0.8380000000000001,0.012389511693363877
cell periphery,ER,mitochondrion,0.865,0.020676073128135332
cell periphery,ER,nucleus,0.8695,0.009669539802906836
cell periphery,ER,nuclear periphery,0.8515,0.010198039027185569
cell periphery,ER,nucleolus,0.8635000000000002,0.0066332495807107875
