Location1,Location2,Accuracy,StdDev
cytoplasm,nuclear periphery,0.916,0.006041522986797276
cytoplasm,nucleolus,0.9279999999999999,0.011554220008291344
cytoplasm,spindle pole,0.8425,0.006892024376045141
cytoplasm,peroxisome,0.8899999999999999,0.0135092560861063
cytoplasm,vacuolar membrane,0.8975000000000002,0.015890248582070682
cytoplasm,vacuole,0.8175000000000001,0.008660254037844362
endosome,ER,0.8280000000000001,0.01826198236774965
endosome,Golgi,0.7299999999999999,0.02162174831043968
endosome,mitochondrion,0.7885,0.02437211521390787
endosome,nucleus,0.8779999999999999,0.010770329614268983
endosome,nuclear periphery,0.875,0.021272047386182647
endosome,nucleolus,0.9075,0.013874436925511621
endosome,spindle pole,0.8474999999999999,0.012942179105544818
endosome,peroxisome,0.8560000000000001,0.006442049363362591
endosome,vacuolar membrane,0.797,0.01866815470259448
endosome,vacuole,0.7945,0.014866068747318497
ER,Golgi,0.8425,0.021563858652847837
ER,mitochondrion,0.7925,0.01665833124895769
ER,nucleus,0.8800000000000001,0.017888543819998288
ER,nuclear periphery,0.885,0.0088034084308295
ER,nucleolus,0.9279999999999999,0.008276472678623421
ER,spindle pole,0.8545,0.007810249675906644
ER,peroxisome,0.8695,0.017705931209625752
ER,vacuolar membrane,0.8795,0.023043437243605837
ER,vacuole,0.8,0.010839741694339393
Golgi,mitochondrion,0.7685,0.0158587515271537
Golgi,nucleus,0.8905,0.005567764362830023
Golgi,nuclear periphery,0.9039999999999999,0.005830951894845307
Golgi,nucleolus,0.9315,0.008455767262643863
Golgi,spindle pole,0.865,0.014230249470757692
Golgi,peroxisome,0.8320000000000001,0.013453624047073724
Golgi,vacuolar membrane,0.8605,0.01926136028425824
Golgi,vacuole,0.7765000000000001,0.019595917942265405
mitochondrion,nucleus,0.858,0.008276472678623423
mitochondrion,nuclear periphery,0.851,0.017720045146669347
mitochondrion,nucleolus,0.8805,0.015362291495737177
mitochondrion,spindle pole,0.8335000000000001,0.010793516572461463
mitochondrion,peroxisome,0.7945,0.016000000000000014
mitochondrion,vacuolar membrane,0.8765000000000001,0.01984943324127922
mitochondrion,vacuole,0.8465,0.006442049363362574
nucleus,nuclear periphery,0.8390000000000001,0.013000000000000013
nucleus,nucleolus,0.8320000000000001,0.008276472678623427
nucleus,spindle pole,0.8559999999999999,0.018207141456033117
nucleus,peroxisome,0.9055,0.008860022573334701
nucleus,vacuolar membrane,0.9205,0.011224972160321835
nucleus,vacuole,0.8935000000000001,0.011575836902790229
nuclear periphery,nucleolus,0.8699999999999999,0.021213203435596413
nuclear periphery,spindle pole,0.8574999999999999,0.011832159566199247
nuclear periphery,peroxisome,0.9040000000000001,0.01685229954635273
nuclear periphery,vacuolar membrane,0.9295,0.012786711852544416
nuclear periphery,vacuole,0.916,0.014195069566578363
nucleolus,spindle pole,0.8594999999999999,0.013546217184144069
nucleolus,peroxisome,0.9164999999999999,0.011895377253370356
nucleolus,vacuolar membrane,0.9385,0.014017845768876186
nucleolus,vacuole,0.9480000000000001,0.008573214099741155
spindle pole,peroxisome,0.8554999999999999,0.016911534525287774
spindle pole,vacuolar membrane,0.9184999999999999,0.011683321445547942
spindle pole,vacuole,0.8825,0.010606601717798201
peroxisome,vacuolar membrane,0.9275,0.010488088481701524
peroxisome,vacuole,0.8985,0.015540270267920047
vacuolar membrane,vacuole,0.784,0.018547236990991426
