Location1,Location2,Background,Accuracy,StdDev
actin,nuclear periphery,bud neck,0.9484999999999999,0.013095800853708798
actin,nuclear periphery,cell periphery,0.952,0.011554220008291321
actin,nuclear periphery,cytoplasm,0.9359999999999999,0.013747727084867519
actin,nuclear periphery,endosome,0.951,0.007000000000000016
actin,nuclear periphery,ER,0.9535,0.001999999999999996
actin,nuclear periphery,Golgi,0.9365,0.015858751527153696
actin,nuclear periphery,mitochondrion,0.942,0.0036742346141747737
actin,nuclear periphery,nucleus,0.9405000000000001,0.006782329983125233
actin,nuclear periphery,nuclear periphery,0.9335000000000001,0.008154753215150032
actin,nuclear periphery,nucleolus,0.9445,0.008573214099741119
actin,nuclear periphery,spindle pole,0.9395000000000001,0.010295630140986962
actin,nuclear periphery,peroxisome,0.9570000000000001,0.00714142842854286
actin,nuclear periphery,vacuolar membrane,0.9424999999999999,0.01658312395177697
actin,nuclear periphery,vacuole,0.9365,0.005612486080160903
actin,nucleolus,actin,0.945,0.009354143466934821
actin,nucleolus,bud neck,0.9614999999999998,0.0060415229867972695
actin,nucleolus,cell periphery,0.9584999999999999,0.010559356040971454
actin,nucleolus,cytoplasm,0.9515,0.006633249580710805
actin,nucleolus,endosome,0.9490000000000001,0.006819090848492921
actin,nucleolus,ER,0.9545,0.00796868872525462
actin,nucleolus,Golgi,0.9484999999999999,0.008000000000000007
actin,nucleolus,mitochondrion,0.9574999999999999,0.010606601717798213
actin,nucleolus,nucleus,0.946,0.014195069566578388
actin,nucleolus,nuclear periphery,0.9545,0.0073143694191639165
actin,nucleolus,nucleolus,0.9484999999999999,0.01677796173556251
actin,nucleolus,spindle pole,0.9615,0.008000000000000007
actin,nucleolus,peroxisome,0.9630000000000001,0.007810249675906644
actin,nucleolus,vacuolar membrane,0.9555,0.01258967831201417
actin,nucleolus,vacuole,0.9445,0.0101734949746879
actin,spindle pole,actin,0.9259999999999999,0.0076811457478686215
actin,spindle pole,bud neck,0.93,0.008215838362577478
actin,spindle pole,cell periphery,0.9084999999999999,0.01328533025558644
actin,spindle pole,cytoplasm,0.9305,0.004582575694955839
actin,spindle pole,endosome,0.9065,0.0140178457688762
actin,spindle pole,ER,0.9345000000000001,0.009137833441248517
actin,spindle pole,Golgi,0.917,0.01536229149573719
actin,spindle pole,mitochondrion,0.945,0.009999999999999993
actin,spindle pole,nucleus,0.915,0.006519202405202638
actin,spindle pole,nuclear periphery,0.9185000000000001,0.01392838827718409
actin,spindle pole,nucleolus,0.9215,0.011135528725660043
actin,spindle pole,spindle pole,0.9099999999999999,0.009082951062292495
actin,spindle pole,peroxisome,0.9315,0.00784219357067905
actin,spindle pole,vacuolar membrane,0.914,0.01319090595827295
actin,spindle pole,vacuole,0.909,0.017720045146669368
actin,peroxisome,actin,0.8160000000000001,0.011895377253370303
actin,peroxisome,bud neck,0.817,0.013453624047073724
actin,peroxisome,cell periphery,0.7969999999999999,0.022158519806160345
actin,peroxisome,cytoplasm,0.8265,0.023054283766797
actin,peroxisome,endosome,0.8074999999999999,0.010606601717798208
actin,peroxisome,ER,0.827,0.006782329983125269
actin,peroxisome,Golgi,0.8095000000000001,0.02874021572639982
actin,peroxisome,mitochondrion,0.826,0.015858751527153696
actin,peroxisome,nucleus,0.8140000000000001,0.009300537618869118
actin,peroxisome,nuclear periphery,0.8025,0.01890767040118905
actin,peroxisome,nucleolus,0.8355,0.021587033144922923
actin,peroxisome,spindle pole,0.8285,0.014017845768876186
actin,peroxisome,peroxisome,0.8379999999999999,0.026143832924802768
actin,peroxisome,vacuolar membrane,0.8165000000000001,0.021771541057077237
actin,peroxisome,vacuole,0.8195,0.009407443861113392
actin,vacuolar membrane,actin,0.9280000000000002,0.007968688725254622
actin,vacuolar membrane,bud neck,0.942,0.012786711852544408
actin,vacuolar membrane,cell periphery,0.917,0.01826198236774967
actin,vacuolar membrane,cytoplasm,0.9325000000000001,0.01837117307087383
actin,vacuolar membrane,endosome,0.921,0.02171405075060846
actin,vacuolar membrane,ER,0.9375,0.012349089035228458
actin,vacuolar membrane,Golgi,0.9229999999999998,0.013729530217745962
actin,vacuolar membrane,mitochondrion,0.9305,0.012884098726725106
actin,vacuolar membrane,nucleus,0.923,0.007968688725254637
actin,vacuolar membrane,nuclear periphery,0.9280000000000002,0.008999999999999998
actin,vacuolar membrane,nucleolus,0.9315000000000001,0.008000000000000007
actin,vacuolar membrane,spindle pole,0.9265000000000001,0.013095800853708798
actin,vacuolar membrane,peroxisome,0.9324999999999999,0.010839741694339405
actin,vacuolar membrane,vacuolar membrane,0.9365,0.008602325267042592
actin,vacuolar membrane,vacuole,0.9225,0.014577379737113254
actin,vacuole,actin,0.9307502424402715,0.011978757616234077
actin,vacuole,bud neck,0.9300786046099516,0.009735669848838146
actin,vacuole,cell periphery,0.9219143576826196,0.013136931798897019
actin,vacuole,cytoplasm,0.9300469602420162,0.005810198259572294
actin,vacuole,endosome,0.9235698759749393,0.018597942683450757
actin,vacuole,ER,0.931725041246332,0.009726486020661932
actin,vacuole,Golgi,0.9192226798151157,0.005732017985023174
actin,vacuole,mitochondrion,0.9385694214143765,0.0037785306791067327
actin,vacuole,nucleus,0.927929165712541,0.012576579890450265
actin,vacuole,nuclear periphery,0.9290318089186487,0.01053331419630114
actin,vacuole,nucleolus,0.9310456564940571,0.009791772070781317
actin,vacuole,spindle pole,0.9185537258078806,0.007536535765763163
actin,vacuole,peroxisome,0.9417727736426494,0.007123849217445281
actin,vacuole,vacuolar membrane,0.9245408402212574,0.009199615466351124
actin,vacuole,vacuole,0.9325000000000001,0.007582875444051542
bud neck,cell periphery,actin,0.9055,0.006204836822995441
bud neck,cell periphery,bud neck,0.9289999999999999,0.011467344941179698
bud neck,cell periphery,cell periphery,0.8899999999999999,0.007905694150420955
bud neck,cell periphery,cytoplasm,0.9129999999999999,0.00992471662063962
bud neck,cell periphery,endosome,0.9,0.014577379737113264
bud neck,cell periphery,ER,0.898,0.011768602295939835
bud neck,cell periphery,Golgi,0.8935000000000001,0.0037416573867739447
bud neck,cell periphery,mitochondrion,0.9,0.00935414346693488
bud neck,cell periphery,nucleus,0.9125,0.005244044240850773
bud neck,cell periphery,nuclear periphery,0.9039999999999999,0.017291616465790575
bud neck,cell periphery,nucleolus,0.9004999999999999,0.011979148550710958
bud neck,cell periphery,spindle pole,0.915,0.0035355339059327407
bud neck,cell periphery,peroxisome,0.9004999999999999,0.028080242164197956
bud neck,cell periphery,vacuolar membrane,0.8949999999999999,0.013964240043768946
bud neck,cell periphery,vacuole,0.9109999999999999,0.0064420493633625805
bud neck,cytoplasm,actin,0.7545,0.02320560277174457
bud neck,cytoplasm,bud neck,0.7535,0.02283637449333847
bud neck,cytoplasm,cell periphery,0.733,0.01932614809008768
bud neck,cytoplasm,cytoplasm,0.7375,0.02280350850198278
bud neck,cytoplasm,endosome,0.779,0.01290348790056395
bud neck,cytoplasm,ER,0.751,0.024525496936861454
bud neck,cytoplasm,Golgi,0.7555000000000001,0.013360389215887367
bud neck,cytoplasm,mitochondrion,0.7455,0.010416333327999804
bud neck,cytoplasm,nucleus,0.7365,0.02171405075060847
bud neck,cytoplasm,nuclear periphery,0.7665,0.014882876066137214
bud neck,cytoplasm,nucleolus,0.7529999999999999,0.028827070610799147
bud neck,cytoplasm,spindle pole,0.7615000000000001,0.0260096136072799
bud neck,cytoplasm,peroxisome,0.7635000000000001,0.031128764832546774
bud neck,cytoplasm,vacuolar membrane,0.748,0.019065675964937624
bud neck,cytoplasm,vacuole,0.7379999999999999,0.015842979517754867
bud neck,endosome,actin,0.8545000000000001,0.017564168070250314
bud neck,endosome,bud neck,0.8539999999999999,0.012806248474865667
bud neck,endosome,cell periphery,0.8390000000000001,0.016999999999999998
bud neck,endosome,cytoplasm,0.8564999999999999,0.007176350047203689
bud neck,endosome,endosome,0.836,0.012509996003196796
bud neck,endosome,ER,0.841,0.02353720459187962
bud neck,endosome,Golgi,0.8459999999999999,0.01055935604097143
bud neck,endosome,mitochondrion,0.8760000000000001,0.01504991694329242
bud neck,endosome,nucleus,0.8615,0.008306623862918076
bud neck,endosome,nuclear periphery,0.8465,0.01454303957224901
bud neck,endosome,nucleolus,0.8535,0.015049916943292404
bud neck,endosome,spindle pole,0.8629999999999999,0.013638181696985855
bud neck,endosome,peroxisome,0.8525,0.014577379737113249
bud neck,endosome,vacuolar membrane,0.841,0.015297058540778355
bud neck,endosome,vacuole,0.842,0.022102036105300357
bud neck,ER,actin,0.8295,0.016232683080747927
bud neck,ER,bud neck,0.806,0.024010414407085928
bud neck,ER,cell periphery,0.8089999999999999,0.012308533625091163
bud neck,ER,cytoplasm,0.8309999999999998,0.018881207588499184
bud neck,ER,endosome,0.8230000000000001,0.017705931209625773
bud neck,ER,ER,0.8074999999999999,0.019874606914351764
bud neck,ER,Golgi,0.818,0.008276472678623411
bud neck,ER,mitochondrion,0.825,0.011067971810589317
bud neck,ER,nucleus,0.8150000000000001,0.01172603939955855
bud neck,ER,nuclear periphery,0.8165000000000001,0.019786358937409376
bud neck,ER,nucleolus,0.8195,0.016688319268278642
bud neck,ER,spindle pole,0.8185,0.019144189719076637
bud neck,ER,peroxisome,0.8219999999999998,0.030224162519414823
bud neck,ER,vacuolar membrane,0.826,0.02853068523537423
bud neck,ER,vacuole,0.818,0.016077935190813523
bud neck,Golgi,actin,0.873,0.007648529270389164
bud neck,Golgi,bud neck,0.8775000000000001,0.006123724356957924
bud neck,Golgi,cell periphery,0.8779999999999999,0.003674234614174743
bud neck,Golgi,cytoplasm,0.8705000000000002,0.01354621718414404
bud neck,Golgi,endosome,0.853,0.013360389215887378
bud neck,Golgi,ER,0.8560000000000001,0.008154753215150063
bud neck,Golgi,Golgi,0.859,0.012509996003196792
bud neck,Golgi,mitochondrion,0.8605,0.007648529270389193
bud neck,Golgi,nucleus,0.8619999999999999,0.00827647267862344
bud neck,Golgi,nuclear periphery,0.8654999999999999,0.01560448653432724
bud neck,Golgi,nucleolus,0.8459999999999999,0.0278208554864871
bud neck,Golgi,spindle pole,0.8800000000000001,0.0052440442408507515
bud neck,Golgi,peroxisome,0.8585,0.015540270267920094
bud neck,Golgi,vacuolar membrane,0.8595,0.01391042774324356
bud neck,Golgi,vacuole,0.8480000000000001,0.017131841699011822
bud neck,mitochondrion,actin,0.7994999999999999,0.01238951169336386
bud neck,mitochondrion,bud neck,0.7859999999999999,0.021714050750608452
bud neck,mitochondrion,cell periphery,0.8100000000000002,0.011726039399558552
bud neck,mitochondrion,cytoplasm,0.813,0.008426149773176362
bud neck,mitochondrion,endosome,0.8140000000000001,0.014713938969562147
bud neck,mitochondrion,ER,0.8004999999999999,0.013266499161421611
bud neck,mitochondrion,Golgi,0.805,0.013784048752090222
bud neck,mitochondrion,mitochondrion,0.7889999999999999,0.008154753215150036
bud neck,mitochondrion,nucleus,0.7935,0.017999999999999995
bud neck,mitochondrion,nuclear periphery,0.7765000000000001,0.015132745950421573
bud neck,mitochondrion,nucleolus,0.782,0.022383029285599376
bud neck,mitochondrion,spindle pole,0.7905,0.00940744386111338
bud neck,mitochondrion,peroxisome,0.775,0.018841443681416766
bud neck,mitochondrion,vacuolar membrane,0.806,0.013472193585307473
bud neck,mitochondrion,vacuole,0.8125,0.02318404623873926
bud neck,nucleus,actin,0.873,0.011445523142259578
bud neck,nucleus,bud neck,0.8664999999999999,0.016552945357246857
bud neck,nucleus,cell periphery,0.8675,0.013133925536563684
bud neck,nucleus,cytoplasm,0.8664999999999999,0.018814887722226784
bud neck,nucleus,endosome,0.8620000000000001,0.015116216457830971
bud neck,nucleus,ER,0.8720000000000001,0.012389511693363851
bud neck,nucleus,Golgi,0.877,0.011554220008291335
bud neck,nucleus,mitochondrion,0.8755,0.010885770528538613
bud neck,nucleus,nucleus,0.8695,0.012589678312014154
bud neck,nucleus,nuclear periphery,0.8654999999999999,0.016537835408541243
bud neck,nucleus,nucleolus,0.868,0.009273618495495713
bud neck,nucleus,spindle pole,0.884,0.013656500283747682
bud neck,nucleus,peroxisome,0.8615,0.0075166481891864425
bud neck,nucleus,vacuolar membrane,0.8560000000000001,0.016552945357246864
bud neck,nucleus,vacuole,0.8605,0.018261982367749677
bud neck,nuclear periphery,actin,0.8895,0.02094039159137192
bud neck,nuclear periphery,bud neck,0.9175000000000001,0.006708203932499376
bud neck,nuclear periphery,cell periphery,0.9025000000000001,0.007416198487095654
bud neck,nuclear periphery,cytoplasm,0.9055,0.014611639196202463
bud neck,nuclear periphery,endosome,0.8955,0.014611639196202458
bud neck,nuclear periphery,ER,0.914,0.017219175357722574
bud neck,nuclear periphery,Golgi,0.9035,0.01570031846810758
bud neck,nuclear periphery,mitochondrion,0.9075000000000001,0.012041594578792288
bud neck,nuclear periphery,nucleus,0.916,0.012806248474865724
bud neck,nuclear periphery,nuclear periphery,0.8945000000000001,0.02425901894141639
bud neck,nuclear periphery,nucleolus,0.9145,0.0048476798574163356
bud neck,nuclear periphery,spindle pole,0.9045,0.010173494974687934
bud neck,nuclear periphery,peroxisome,0.891,0.004636809247747849
bud neck,nuclear periphery,vacuolar membrane,0.899,0.02028546277510078
bud neck,nuclear periphery,vacuole,0.9135,0.008888194417315616
bud neck,nucleolus,actin,0.931,0.014966629547095779
bud neck,nucleolus,bud neck,0.9359999999999999,0.010319883720275118
bud neck,nucleolus,cell periphery,0.9365,0.010198039027185538
bud neck,nucleolus,cytoplasm,0.9375,0.00499999999999996
bud neck,nucleolus,endosome,0.9279999999999999,0.015280706789936113
bud neck,nucleolus,ER,0.9355,0.0064031242374328196
bud neck,nucleolus,Golgi,0.942,0.00731436941916389
bud neck,nucleolus,mitochondrion,0.9410000000000001,0.007999999999999993
bud neck,nucleolus,nucleus,0.93,0.009746794344808962
bud neck,nucleolus,nuclear periphery,0.9179999999999999,0.019836834424877374
bud neck,nucleolus,nucleolus,0.9355,0.003316624790355366
bud neck,nucleolus,spindle pole,0.938,0.014781745499094487
bud neck,nucleolus,peroxisome,0.93,0.0031622776601683646
bud neck,nucleolus,vacuolar membrane,0.924,0.009695359714832655
bud neck,nucleolus,vacuole,0.9295,0.01029563014098701
bud neck,spindle pole,actin,0.8295,0.021817424229271416
bud neck,spindle pole,bud neck,0.8184999999999999,0.01090871211463569
bud neck,spindle pole,cell periphery,0.8285,0.0071763500472036635
bud neck,spindle pole,cytoplasm,0.8300000000000001,0.018096961070853845
bud neck,spindle pole,endosome,0.8135,0.02101190138945069
bud neck,spindle pole,ER,0.8350000000000002,0.02073644135332773
bud neck,spindle pole,Golgi,0.8190000000000002,0.013379088160259652
bud neck,spindle pole,mitochondrion,0.844,0.013928388277184131
bud neck,spindle pole,nucleus,0.8385000000000001,0.01894729532149641
bud neck,spindle pole,nuclear periphery,0.8115,0.01471393896956214
bud neck,spindle pole,nucleolus,0.8470000000000001,0.008276472678623427
bud neck,spindle pole,spindle pole,0.8505,0.011979148550710932
bud neck,spindle pole,peroxisome,0.8220000000000001,0.01646207763315433
bud neck,spindle pole,vacuolar membrane,0.825,0.011510864433221338
bud neck,spindle pole,vacuole,0.8165000000000001,0.013564659966250548
bud neck,peroxisome,actin,0.8280000000000001,0.021295539439046836
bud neck,peroxisome,bud neck,0.825,0.01360147050873544
bud neck,peroxisome,cell periphery,0.8210000000000001,0.015700318468107557
bud neck,peroxisome,cytoplasm,0.837,0.020457272545478807
bud neck,peroxisome,endosome,0.842,0.017776388834631212
bud neck,peroxisome,ER,0.835,0.023452078799117173
bud neck,peroxisome,Golgi,0.8320000000000001,0.02243880567231686
bud neck,peroxisome,mitochondrion,0.826,0.011135528725660055
bud neck,peroxisome,nucleus,0.8380000000000001,0.02164486082191335
bud neck,peroxisome,nuclear periphery,0.8205,0.01478174549909447
bud neck,peroxisome,nucleolus,0.8300000000000001,0.02678619047195776
bud neck,peroxisome,spindle pole,0.86,0.016201851746019645
bud neck,peroxisome,peroxisome,0.833,0.00244948974278318
bud neck,peroxisome,vacuolar membrane,0.837,0.014611639196202456
bud neck,peroxisome,vacuole,0.8240000000000001,0.008888194417315589
bud neck,vacuolar membrane,actin,0.8985000000000001,0.0037416573867739477
bud neck,vacuolar membrane,bud neck,0.907,0.007483314773547879
bud neck,vacuolar membrane,cell periphery,0.8815,0.012206555615733717
bud neck,vacuolar membrane,cytoplasm,0.9075,0.01193733638631334
bud neck,vacuolar membrane,endosome,0.8875,0.009874208829065752
bud neck,vacuolar membrane,ER,0.8965,0.01714642819948223
bud neck,vacuolar membrane,Golgi,0.8859999999999999,0.018207141456033128
bud neck,vacuolar membrane,mitochondrion,0.9015000000000001,0.009695359714832676
bud neck,vacuolar membrane,nucleus,0.889,0.0116833214455479
bud neck,vacuolar membrane,nuclear periphery,0.8855000000000001,0.01248999599679681
bud neck,vacuolar membrane,nucleolus,0.8924999999999998,0.00707106781186549
bud neck,vacuolar membrane,spindle pole,0.8880000000000001,0.015280706789936118
bud neck,vacuolar membrane,peroxisome,0.8889999999999999,0.01090871211463571
bud neck,vacuolar membrane,vacuolar membrane,0.9035,0.004636809247747839
bud neck,vacuolar membrane,vacuole,0.8855000000000001,0.018601075237738292
bud neck,vacuole,actin,0.8203838742585108,0.01344291374517992
bud neck,vacuole,bud neck,0.8033125324354771,0.02205411615437645
bud neck,vacuole,cell periphery,0.7994962216624686,0.009234409460868181
bud neck,vacuole,cytoplasm,0.8057326936951762,0.007130768130817079
bud neck,vacuole,endosome,0.7702403784682266,0.009583507440948408
bud neck,vacuole,ER,0.7951637888691578,0.023407445466243664
bud neck,vacuole,Golgi,0.7887671439906299,0.013200273274664947
bud neck,vacuole,mitochondrion,0.7985937242889511,0.025756416653680888
bud neck,vacuole,nucleus,0.7852606671246469,0.02542727579134636
bud neck,vacuole,nuclear periphery,0.8017125931926635,0.004817089579344661
bud neck,vacuole,nucleolus,0.7936521397921598,0.01510671999815275
bud neck,vacuole,spindle pole,0.79387238459299,0.014910765783481338
bud neck,vacuole,peroxisome,0.778619916625735,0.025740037772248425
bud neck,vacuole,vacuolar membrane,0.7746237484652482,0.03093828392397091
bud neck,vacuole,vacuole,0.785,0.010124228365658293
cell periphery,cytoplasm,actin,0.915,0.009874208829065765
cell periphery,cytoplasm,bud neck,0.909,0.00916515138991169
cell periphery,cytoplasm,cell periphery,0.8939999999999999,0.005612486080160923
cell periphery,cytoplasm,cytoplasm,0.9015000000000001,0.016552945357246864
cell periphery,cytoplasm,endosome,0.9004999999999999,0.006204836822995423
cell periphery,cytoplasm,ER,0.907,0.007314369419163886
cell periphery,cytoplasm,Golgi,0.9040000000000001,0.01504991694329243
cell periphery,cytoplasm,mitochondrion,0.8960000000000001,0.007842193570679078
cell periphery,cytoplasm,nucleus,0.9235,0.012903487900563941
cell periphery,cytoplasm,nuclear periphery,0.9149999999999998,0.016955824957813163
cell periphery,cytoplasm,nucleolus,0.9029999999999999,0.007648529270389178
cell periphery,cytoplasm,spindle pole,0.9109999999999999,0.01102270384252432
cell periphery,cytoplasm,peroxisome,0.9,0.026645825188948445
cell periphery,cytoplasm,vacuolar membrane,0.885,0.012449899597988727
cell periphery,cytoplasm,vacuole,0.9035,0.007176350047203657
cell periphery,endosome,actin,0.9135,0.017720045146669368
cell periphery,endosome,bud neck,0.9269999999999999,0.016232683080747917
cell periphery,endosome,cell periphery,0.9265000000000001,0.0033911649915626275
cell periphery,endosome,cytoplasm,0.9189999999999999,0.021071307505705475
cell periphery,endosome,endosome,0.9179999999999999,0.01996246477767711
cell periphery,endosome,ER,0.9099999999999999,0.016583123951777027
cell periphery,endosome,Golgi,0.9164999999999999,0.004636809247747849
cell periphery,endosome,mitochondrion,0.9434999999999999,0.013379088160259622
cell periphery,endosome,nucleus,0.9280000000000002,0.011113055385446425
cell periphery,endosome,nuclear periphery,0.922,0.00796868872525462
cell periphery,endosome,nucleolus,0.9335000000000001,0.008455767262643871
cell periphery,endosome,spindle pole,0.9235000000000001,0.006442049363362574
cell periphery,endosome,peroxisome,0.9225,0.013038404810405288
cell periphery,endosome,vacuolar membrane,0.9185000000000001,0.009300537618869145
cell periphery,endosome,vacuole,0.9269999999999999,0.015524174696260043
cell periphery,ER,actin,0.8394999999999999,0.010049875621120898
cell periphery,ER,bud neck,0.8524999999999998,0.02138924963620743
cell periphery,ER,cell periphery,0.829,0.007842193570679078
cell periphery,ER,cytoplasm,0.819,0.018343936327844142
cell periphery,ER,endosome,0.8215,0.015540270267920061
cell periphery,ER,ER,0.837,0.011661903789690599
cell periphery,ER,Golgi,0.8310000000000001,0.027685736399814257
cell periphery,ER,mitochondrion,0.85,0.01724818831066036
cell periphery,ER,nucleus,0.8365,0.012509996003196822
