Location1,Location2,Accuracy,StdDev
mitochondrion,peroxisome,0.5664999999999999,0.017860571099491726
mitochondrion,vacuolar membrane,0.6755,0.010416333327999842
mitochondrion,vacuole,0.7080000000000001,0.006403124237432868
nucleus,nuclear periphery,0.6855,0.03443835071544512
nucleus,nucleolus,0.7175,0.02207940216581963
nucleus,spindle pole,0.6585,0.033075670817082445
nucleus,peroxisome,0.7205,0.018934096228761504
nucleus,vacuolar membrane,0.682,0.028390139133156765
nucleus,vacuole,0.7275,0.02464751508773247
nuclear periphery,nucleolus,0.7795,0.011445523142259589
nuclear periphery,spindle pole,0.6849999999999999,0.01732050807568878
nuclear periphery,peroxisome,0.6685000000000001,0.014628738838327798
nuclear periphery,vacuolar membrane,0.6679999999999999,0.02456623699307648
nuclear periphery,vacuole,0.726,0.02016184515365596
nucleolus,spindle pole,0.7285,0.03132890039564109
nucleolus,peroxisome,0.7769999999999999,0.020880613017821136
nucleolus,vacuolar membrane,0.7985,0.025426364270182234
nucleolus,vacuole,0.8479999999999999,0.012786711852544434
spindle pole,peroxisome,0.6755000000000001,0.015033296378372897
spindle pole,vacuolar membrane,0.7275,0.012144957801491127
spindle pole,vacuole,0.7329999999999999,0.03116087290176576
peroxisome,vacuolar membrane,0.7220000000000001,0.0250199920063936
peroxisome,vacuole,0.768,0.015198684153570643
vacuolar membrane,vacuole,0.6615,0.014370107863199913
